ID,Age,Sex,IQ,Height,Died,start_date,Scoring,Smoker,Grade_1,Grade_2,Grade_3,Item_1,Item_2,Item_3,Item_4,Sentence,Language_1,Language_2,State
00422,29,Male,96,61,FALSE,2011-06-29,-0.030560475794142443,TRUE,90.3,90.4,84.5,5,3,4,2,Because I'm offsetting some of the reductions with holding down some of the deductions.,Spanish,Sindhi,California
00423,27,Female,111,70,FALSE,2011-05-07,-3.111538855171588,FALSE,89.3,88.2,85.5,4,3,2,2,"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Maithili,English,Louisiana
00424,25,Male,90,73,FALSE,2009-04-04,-0.5641590639138568,TRUE,89.6,89.9,85.1,3,4,4,1,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Swedish,Oromo,New York
00425,25,Male,101,71,FALSE,2009-04-03,-2.247684930744211,TRUE,89.7,81.7,93.6,3,3,3,5,That's its most basic function.,Japanese,Hindi,New York
00426,32,Male,103,69,FALSE,2010-05-17,1.5529965862536037,FALSE,84.8,82.5,82.5,3,3,2,4,But can you do this without driving deeper|,Arabic,Portuguese,Michigan
00427,21,Male,90,71,TRUE,2012-01-10,-2.6021264185009416,FALSE,86,91.4,89.9,3,4,3,1,"Along with what he also wants to do in terms of eliminating the estate tax, along what he wants to do in terms of corporates, changes in the tax code, it costs about dollar five trillion.",Hindi,Russian,Indiana
00428,21,Male,109,68,TRUE,2009-05-03,0.27099185376530077,FALSE,85.5,85.4,94.5,4,4,2,3,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat.",Arabic,English,Washington
00429,27,Male,125,74,FALSE,2010-08-16,-0.5187509333785614,TRUE,85.4,94,85.2,2,2,2,2,You've done a great job.,Xiang,Spanish,Illinois
00430,32,Female,112,61,FALSE,2009-03-26,1.4440167727242685,FALSE,92.6,93.1,89.4,5,4,3,5,I've done it before.,Mossi,English,Florida
00431,33,Female,110,62,FALSE,2009-10-02,2.3142621637410135,TRUE,93.5,86.9,83.7,2,4,2,1,that's a I indicated|,Kinyarwanda,Hindi,Rhode Island
00432,26,Female,92,66,FALSE,2011-07-22,-0.49169165012595023,FALSE,88.2,85.8,87.2,3,4,1,2,"I said I would cut taxes for small businesses, who are the drivers and engines of growth.",Kinyarwanda,Uzbek,South Dakota
00433,23,Male,113,69,TRUE,2010-04-02,-0.7679379502342621,TRUE,81.5,88.9,90.1,2,3,4,5,Our association and connection with our allies is essential to America's strength.,Uzbek,Japanese,California
00434,35,Male,96,72,TRUE,2007-09-28,0.20731774843656442,FALSE,89.7,89.6,84.4,3,5,4,3,"And the idea that has been suggested that I would liquidate the industry, of course not.",Min Dong,Spanish,Nevada
00435,20,Male,94,65,TRUE,2010-03-07,-0.6851187533250768,FALSE,85.6,86.1,85.9,2,2,5,1,I don't anticipate that in the future.,Xiang,Swedish,Georgia
00436,35,Male,125,74,TRUE,2011-12-27,-1.1449911978196328,FALSE,90.8,83.7,85.3,1,1,4,5,We know that the path we're taking is not working.,Bengali,Bhojpuri,Wisconsin
00437,24,Male,95,72,FALSE,2010-05-11,-0.5161247515432781,TRUE,92.4,77.8,84.5,1,1,4,5,"We've got to reduce our deficit, but we've got to do it in a balanced way.",Shona,Malayalam,Texas
00438,21,Female,100,72,FALSE,2009-09-27,-0.06643309321229512,TRUE,84.3,83.5,85.9,1,1,5,4,"Governor Romney, I genuinely believe cares about education, but when he tells a student that, you know, you should borrow money from your parents to go to college, you know, that indicates the degree to which, you know, there may not be as much of a focus on the fact that folks like myself, folks like Michelle, kids probably who attend University of Denver, just don't have that option.",Javanese,Hiligaynon,Florida
00439,28,Male,84,67,FALSE,2010-03-14,-1.4617694565152957,TRUE,90.2,84.2,90.3,1,3,3,4,"And with respect to our attitude about the Iranian revolution, I was very clear about the murderous activities that had taken place and that was contrary to international law and everything that civilized people stand for.",Sylheti,Min Bei,Pennsylvania
00440,31,Male,98,69,TRUE,2009-09-05,-0.5621437396504112,TRUE,85.6,90.6,85,2,2,3,3,"And when we do things like that when we bring those who have harmed us to justice, that sends a message to the world and it tells Peyton that we did not forget her father.",Hindi,Min Bei,Florida
00441,25,Female,103,69,FALSE,2010-04-25,1.8160254120290575,TRUE,81.8,84.7,86.5,4,2,2,3,quickly to this please.,Sylheti,Arabic,Utah
00442,24,Female,107,68,TRUE,2010-01-09,-0.1382326437946687,TRUE,89.9,83.5,84.9,5,5,5,3,We all understand what this country has become because talent from all around the world wants to come here.,Kinyarwanda,Thai,Texas
00443,35,Male,102,75,FALSE,2012-04-05,0.1768195914334478,FALSE,88.9,88.5,89.4,4,5,5,4,That's part of my health care plan.,Ilokano,Thai,Iowa
00444,34,Female,107,67,TRUE,2009-03-25,0.6125414550982982,TRUE,88.6,90.4,91.7,4,3,1,1,"Yeah, in the Reagan recession where unemployment hit ten.",Spanish,Spanish,Virginia
00445,35,Male,93,76,FALSE,2008-11-09,2.1994535639377863,TRUE,94.1,87.1,79.1,5,4,3,4,"Thanks, Governor.",Pashto,English,Indiana
00446,35,Male,97,74,FALSE,2008-12-31,0.27946185756719616,FALSE,92.6,92.3,83.4,2,3,1,1,"Well well, I need to speak a moment|",Hindi,Yoruba,Arizona
00447,31,Female,98,72,FALSE,2011-07-14,-0.4510519526096328,TRUE,87.1,82.4,88.1,5,3,1,2,of you on Medicare?,Kannada,Burmese,Arizona
00448,34,Female,105,67,FALSE,2008-02-29,0.6204759495015514,TRUE,90.3,81.7,86,5,1,4,3,S.,Bengali,English,New Jersey
00449,25,Female,103,69,TRUE,2012-06-30,0.5990246503443624,TRUE,89.5,79.9,92.4,2,3,2,1,"But you make a very good point, which is that the place you put your money just makes a pretty clear indication of where your heart is.",Akan,French,Washington
00450,23,Male,112,65,TRUE,2009-06-02,-1.0853513350517219,TRUE,95.1,95.4,85.2,3,2,2,2,"Number two, seeing a a replacement government being responsible people is critical for us.",Mossi,English,Rhode Island
00451,33,Female,91,69,FALSE,2011-03-08,-0.8312895315438139,TRUE,92.3,84,94.7,1,2,5,4,Candy?,Urdu,Punjabi,Kentucky
00452,33,Female,87,69,FALSE,2012-09-17,0.05648465706399847,TRUE,85.6,89.4,81.1,1,3,1,2,We want we want to make sure that we're seeing progress throughout the Middle East.,Min Bei,Swedish,Tennessee
00453,28,Female,95,66,TRUE,2011-04-17,0.8287956097636509,TRUE,82,84.8,86.6,5,1,1,3,Instead let people make their own choice.,Min Bei,Korean,California
00454,28,Male,101,67,TRUE,2012-07-28,0.981978524709325,TRUE,86,91.2,86.6,5,3,4,4,Lorraine.,Spanish,French,New York
00455,25,Female,90,69,TRUE,2010-03-10,1.3184315457797413,FALSE,90.1,91.1,93,1,4,3,5,"Governor Romney, pay equity for women?",Bengali,Portuguese,Washington
00456,35,Female,82,70,FALSE,2009-05-08,-1.1270780388673618,FALSE,80.4,94,86.1,5,5,4,4,"Well, four years ago, when I was running for office, I was traveling around and having those same conversations that Governor Romney talks about.",Portuguese,Ukrainian,California
00457,29,Female,115,68,TRUE,2008-11-18,0.3688322796652393,FALSE,89.4,94.5,89.9,1,1,5,1,They need to be tightened.,Russian,Turkish,California
00458,29,Female,102,69,FALSE,2008-07-28,0.3927170834400321,FALSE,93.9,86.6,86.9,4,2,3,2,"I know what it takes to get this country back, and will work with good Democrats and good Republicans to do that.",English,Malay/Indonesian,Michigan
00459,26,Female,100,72,FALSE,2012-06-22,2.1540803090996117,FALSE,84.8,82.1,91,5,2,5,3,Let's let the governor explain what you would do|,Bengali,Hmong,Pennsylvania
00460,31,Male,97,68,TRUE,2010-03-21,1.3136300292786265,TRUE,87.4,83.8,87.6,2,2,4,1,America must lead.,Spanish,Hindi,California
00461,29,Female,100,72,TRUE,2009-03-04,1.5951021404640162,FALSE,84.5,87.9,87.8,3,3,2,5,"When they said, We're going to cut Planned Parenthood funding.",English,Spanish,New York
00462,20,Male,88,71,FALSE,2012-06-26,-1.0525064844525398,TRUE,78.1,88.7,88.1,3,2,2,1,And we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term.,Min Bei,Min Dong,California
00463,25,Female,108,61,FALSE,2010-06-07,0.14178637959758228,FALSE,92.3,83,86.9,3,5,2,1,"He said, I'll get back to you.",Kirundi,Ilokano,Maryland
00464,33,Female,91,70,TRUE,2011-09-19,2.592502296999547,FALSE,95.1,89.2,87.2,1,3,4,3,Just going to make a point.,Mossi,Haitian Creole,Georgia
00465,24,Male,112,64,FALSE,2007-09-16,0.37057586617427424,FALSE,88.5,94.9,91.7,3,4,2,5,"However, I do attribute much of America's economic and international problems to the failings and missteps of the Bush administration.",Zulu,Thai,Ohio
00466,24,Male,108,69,FALSE,2012-09-20,1.8230532531391224,TRUE,88.5,91.3,87,5,4,4,1,You want a bigger Navy.,Zulu,English,Delaware
00467,22,Female,95,66,TRUE,2011-10-29,0.06911144854414687,FALSE,83.5,93.2,86.9,2,2,1,1,"But in order to be able to fulfill our role in the world, America must be strong.",Greek,Ilokano,Ohio
00468,28,Male,116,66,FALSE,2007-07-18,-0.041953144506551555,FALSE,90.8,86.4,84,1,3,3,2,Lorraine?,Gujarati,Burmese,Georgia
00469,22,Male,108,68,TRUE,2012-09-06,1.1836846220539912,FALSE,82.9,93.5,89.7,5,1,1,5,China has been a currency manipulator for years and years and years.,Wu,Arabic,Oklahoma
00470,34,Male,105,69,TRUE,2010-09-04,0.8030863748715588,FALSE,94,81.1,79,4,3,1,4,"I also think that we should give visas to people green cards, rather, to people who graduate with skills that we need.",Arabic,Bengali,Minnesota
00471,25,Female,97,76,FALSE,2011-09-22,0.36750981276276395,TRUE,89.5,85.1,90.8,4,3,3,4,"And I will not cut our military budget by a trillion dollars, which is a combination of the budget cuts the president has, as well as the sequestration cuts.",Czech,Bengali,Virginia
00472,34,Male,114,59,TRUE,2009-04-29,-0.5730192300150075,FALSE,80.2,93,89.1,3,5,3,2,All right.,Spanish,Balochi,Massachusetts
00473,22,Male,88,69,TRUE,2011-10-23,-0.40845828913851195,FALSE,87.3,89,85.4,2,2,3,1,"A group of Arab scholars came together, organized by the U.",Uyghur,Oromo,Arkansas
00474,20,Male,111,73,TRUE,2011-11-04,0.6229961823515714,TRUE,92.4,90.5,86.9,3,3,2,2,"When he came home and he wanted to become a nurse, he had to start from scratch.",Ukrainian,Hindi,Kansas
00475,21,Female,85,74,FALSE,2012-03-27,-1.0397380243321919,TRUE,86.4,87.5,89.8,4,3,3,3,We need to get rid of that provision because it's killing regional and small banks.,Malagasy,Dhundhari,Tennessee
00476,25,Female,101,67,FALSE,2008-12-22,1.0205589250347877,FALSE,94.5,88.8,92.4,4,2,1,5,I'm still speaking.,Xhosa,Telugu,California
00477,25,Male,98,66,TRUE,2012-09-13,-2.544621676069198,TRUE,88.3,91.6,89.2,2,5,2,3,"And the key to great schools, great teachers.",Japanese,Swedish,Pennsylvania
00478,30,Male,100,74,FALSE,2010-12-18,2.1415192443151096,FALSE,90,93.5,90.3,5,4,4,4,And three quarters of them said it makes us less likely to hire people.,Pashto,Punjabi,California
00479,23,Male,106,70,FALSE,2009-07-03,1.379336047485673,FALSE,85.8,87.6,87.2,4,4,1,3,"Now, it's dollar four.",Italian,Hindi,Alaska
00480,28,Female,112,74,TRUE,2010-09-01,0.08138124093643856,TRUE,82.6,90.4,86.4,2,2,3,1,And Governor Romney's says he's got a five point plan?,Hindi,Chittagonian,New York
00481,21,Male,95,70,TRUE,2008-09-01,1.1475861402052887,TRUE,84.5,90.6,92.6,1,1,5,4,The place where we've seen manufacturing go has been China.,Oriya,Hindi,Florida
00482,21,Female,98,66,FALSE,2011-02-22,2.4638364929383503,FALSE,90.8,87.4,82.7,3,2,4,3,And so what we did was take away those leases.,Ukrainian,Japanese,Nevada
00483,33,Female,117,73,FALSE,2010-02-16,-1.2296514510837382,TRUE,87.2,88.6,90.5,1,4,3,2,And three quarters of them said it makes us less likely to hire people.,Swedish,Zulu,California
00484,34,Female,99,70,FALSE,2007-08-17,1.3503295505154342,FALSE,79.2,90.3,88.9,4,3,5,3,"We like free enterprise, but you got to play by the rules.",Czech,Wu,Texas
00485,34,Female,89,68,TRUE,2007-09-05,0.04954276712352049,FALSE,93.6,89.4,86.8,2,1,2,3,And President Bush has a very different path for a very different time.,Mossi,Javanese,Massachusetts
00486,20,Female,104,65,FALSE,2011-05-12,0.24658853037453052,FALSE,92,90.6,95.7,5,2,5,1,We've brought twice as many cases against unfair trading practices than the previous administration and we've won every single one that's been decided.,Haitian Creole,Shona,Pennsylvania
00487,35,Male,111,69,FALSE,2012-01-15,-1.9338565198726565,FALSE,89,89.8,99,1,1,2,1,"Candy, there's no doubt that world demand's gone up, but our production is going up, and we're using oil more efficiently.",Bengali,Gujarati,California
00488,33,Male,97,67,TRUE,2011-03-06,1.2766113121988194,FALSE,91.7,90.7,88.3,5,1,2,2,"That's exactly what our budget does, but it's driven by strategy.",Telugu,Arabic,California
00489,26,Female,92,72,TRUE,2008-06-01,0.8363369514139251,TRUE,87,92.8,86.9,1,1,2,3,That was something I concurred with|,Vietnamese,Zulu,Oregon
00490,24,Male,81,73,FALSE,2008-12-28,1.8336495470270713,TRUE,90,85.8,88.1,4,5,4,2,that your posture.,Dhundhari,Czech,South Carolina
00491,26,Female,95,75,TRUE,2011-05-15,-1.1743153996722036,TRUE,86.1,91.4,89.1,4,2,3,3,You don't turn national security into a political issue.,Hausa,Russian,New York
00492,24,Female,95,70,FALSE,2010-07-06,-2.379688256949988,FALSE,87.8,88.1,86,3,2,4,2,There's a fundamentally different vision about how we move our country forward.,English,Azerbaijani,California
00493,30,Male,96,64,FALSE,2008-12-14,-0.8156129753823405,FALSE,87.3,81.2,94.4,5,4,2,5,"Now, Governor Romney was a very successful investor.",Arabic,Vietnamese,Maryland
00494,29,Male,88,68,FALSE,2011-09-27,-1.141375396438618,TRUE,89.6,83.3,92.4,4,3,1,4,We're not going to allow Iran to perpetually engage in negotiations that lead nowhere.,Burmese,Korean,Washington
00495,34,Female,98,69,TRUE,2011-07-15,-0.09928541995662785,TRUE,88.2,85.3,93.4,5,4,5,1,"Let's talk about military spending, and that's this.",Hmong,Khmer,Missouri
00496,25,Female,105,65,TRUE,2012-09-01,-0.06442946212129916,TRUE,85.1,85.5,87.9,3,4,3,4,"General Allen, our commander in Afghanistan, says that Americans continue to die at the hands of groups who are supported by Pakistan.",Bhojpuri,German,Kentucky
00497,20,Male,106,70,TRUE,2012-05-17,-0.015849976167389198,FALSE,83.1,88.1,83.8,2,3,2,2,"But not just jobs, good paying jobs.",Hiligaynon,Spanish,Virginia
00498,22,Male,116,68,TRUE,2010-02-17,0.7137677648951781,FALSE,95,95.5,92.5,4,3,2,4,"You have the ISI, their intelligence organization, is probably the most powerful of the of three branches there.",Portuguese,Japanese,New Jersey
00499,21,Female,99,67,TRUE,2010-06-17,0.7036972208772726,FALSE,89,83.2,94.9,5,4,2,1,"I will make sure we don't hurt the functioning of our of our marketplace and our business, because I want to bring back housing and get good jobs.",Min Bei,Japanese,Florida
00500,27,Female,90,69,FALSE,2011-07-22,-0.6845043873243618,FALSE,89.5,86.9,84.1,1,2,2,1,"Over the long term, in order for us to compete with China, we've also got to make sure, though, that we're taking taking care of business here at home.",Spanish,Zhuang,Tennessee
